PID,SalePrice
535325340,132784.4447468418
534452060,109573.2645711695
535325090,132770.87136699713
534202130,138688.698991302
528118020,312436.1678007789
527214050,368212.62837088533
907401060,223351.05899007033
905104210,116433.8962675511
905225080,206013.3614395939
535178060,139120.77286787587
914476450,153411.22417599667
533250050,235921.91608147134
535450070,137304.43523655174
528181060,212391.9530710953
535454100,124649.69920953453
534476080,138813.42103539946
909452114,229709.8532342326
903476090,142898.3676593602
904101040,117311.26701525055
534431030,127628.20629582334
910202060,102476.08229347863
916386090,262306.3334474604
527451460,109691.5726856739
528290120,189197.7441163606
531375090,151241.96823253622
527403040,161919.04193154213
535453020,135797.42946469618
911175360,100983.53009088985
528228545,188748.52291698975
534275100,123911.32598512202
528142040,310848.91625766194
527357110,130525.90256901967
528480170,273213.4206211294
905226030,115561.05696503553
905104110,135087.1544464084
528480070,260507.20565308264
528386040,398315.53025169426
535453100,117437.1318965697
907192030,205291.76695140012
905478030,138404.35772297712
527210050,346772.337975636
535382020,132083.12686642897
528110070,290666.57367903466
902303100,150352.80316415714
903456090,121972.51854718162
528186080,278732.58642271033
909275310,191785.07108214224
908128100,210824.41981537853
908102140,132738.81614938917
531385060,183172.662256166
902103100,146820.68170680566
528106010,374633.5872127038
534430080,122483.86872134845
533252130,190387.40399907433
528458160,310596.34193936194
902300110,100228.31800486232
528228275,196943.36458712656
907130060,168879.04100201515
905105190,129619.22093136472
908225240,100470.09250188105
528480060,272547.5973974927
526355170,256909.17000876679
902105010,94944.1757398722
903225160,126043.60371985736
924151050,222838.36685812272
535456010,128269.31242183433
907130110,171514.00608092028
909451040,116101.29746825357
535126140,196983.68397121417
533253050,157909.3422185166
905480240,112143.92943582592
905479110,118062.81146667924
903233140,138339.05918626662
909254070,154515.88586656447
907250020,264751.3646623379
908102260,140301.547881677
527403360,116813.23436129246
906225210,161409.81617401986
527359010,172746.17747297813
905100030,123212.70459633366
909250030,102792.77398760841
908225320,131058.04328935083
905201030,79336.6357812757
914474020,239294.89581777877
532479020,139099.50884987085
528228575,239534.96255901747
527107240,172960.1280257653
533253210,174571.1108560694
527127150,213850.61167939764
531450120,202258.94582496452
905427050,162855.6232116269
527258010,269552.50459844735
906476140,160562.7683090759
533236090,358376.2382696195
908103090,116063.3378120027
908250090,99979.4967682191
528181010,201584.63864354082
907227090,139198.78331272324
527302185,239100.3003352746
535426150,145423.88845897006
909254100,139687.37226451936
531382120,194133.42556847338
921201060,290021.73307329725
528180140,312919.7201635587
905402090,171226.68371052586
902207120,87015.11857713877
902134100,96615.56291577792
908178050,259173.93690291885
535451210,101998.10736087823
528114050,294678.3412097196
907203010,132713.3437302704
534151175,229631.96463427364
908228040,113845.12713759851
902110080,166964.19655389254
923277040,143559.6838738094
908204160,98877.20365544494
905402110,116519.84092897296
905102060,116070.87663731801
902402010,156643.05618429594
527107130,209748.5682945152
909251030,115521.23346634838
903225040,125971.83726749443
902405120,127808.75062184145
534201280,125700.14920828005
527451290,106082.25376549676
905451390,161599.3589992324
528456200,230022.21841947257
902110130,114836.85840199653
528112010,236354.72454153912
905226130,142707.33513527818
905108120,145396.810205247
532353120,122079.46683623099
528120030,299912.97141312406
527450110,107006.14824709535
533244040,303715.522810989
910205120,119202.36209164953
535452100,136052.5087175252
528106050,374365.0826540248
909100170,101532.9366001091
531453040,184583.98260543004
535304060,117071.03073792403
528431120,254630.85499256977
904100170,144843.18145629612
528218090,195871.31661798415
527131110,250160.5278277332
533208010,196470.71808917407
906226080,125167.93996285924
535152200,120334.21777085385
528231020,202698.37666587805
911128010,110730.28376642975
527455250,126004.61242627597
535403150,148102.5113129768
533251110,280324.34490174224
535457010,173600.88886786246
528110040,395819.5413024631
923252080,116109.97830250827
909101010,133332.66493723646
535177110,172772.54945332333
528354050,251313.580395997
528235000,202656.14862105268
909252150,141644.73556414538
909275110,187886.87282182006
534427040,151134.75520188268
535151080,151875.5135481816
923226320,97639.39739618429
535450210,149352.7946759936
905403050,107464.07011936279
535382150,94049.58094064186
535176070,153035.00997501475
905103140,136610.8304634666
534201260,153396.14228483464
531451110,136572.9716158251
528348010,278247.32524440694
527212050,345792.62884417677
532377130,130391.26854144297
535325320,107667.77964420804
535383110,106046.17911222696
531450030,201646.70533787273
903401020,168682.24550653697
531363050,169065.58884105922
528358030,317352.4295682089
528456230,206318.91880836946
903227140,124252.66356562987
909179020,216938.30607593627
905202090,117587.50041819311
535453040,118678.97299962575
535302130,128482.14488653502
528480040,258525.0690168737
905104180,130598.10646216798
534451050,115978.20358185431
531452010,142334.9805145131
923228220,100997.95068307039
903233100,122835.90597585363
906392080,201938.58543365577
903232090,133335.21147280585
903426200,149965.68165953615
903451110,141997.2742350888
909250150,139057.15890300664
527180040,192939.18344777162
909253080,172898.7887553596
534431130,114192.07967903111
921205070,307990.8618538008
527105060,172001.8043430773
528290140,184424.24045928285
527451110,123789.5688154775
903201080,176466.47463868954
921128050,328321.4425785628
905101330,111211.63354192453
909250200,137576.9144396797
916403020,201994.1374883432
535151020,143700.65761978508
908152290,151601.25320325771
535355100,128852.54064675698
923400125,135364.50225139275
903227020,129136.75828231235
528322020,303795.66167843575
909451140,125907.98996249033
909451020,116444.51512821364
908225290,127287.14110082084
532377100,120953.39176592535
534129380,146297.36948090163
902304040,118464.06587556918
534276180,118691.83430488693
528222040,207483.31185366464
528176070,283517.1797624133
902400110,558776.3770161741
903233030,111374.08815078094
531367050,235904.33028868973
907227300,128751.59591461215
923226290,91345.1142032537
906340080,315316.07058413804
533206050,196828.84673741908
535304170,144240.76878766256
528315060,285300.1370732695
923276030,140019.46524327307
907270050,276375.3264777537
902109080,104697.12820838763
904100030,124628.10850096542
528439050,245436.5371865479
534401110,128372.08435703623
908275040,130360.21230400886
902300040,135307.63650976674
527302020,237509.67326865767
534477110,178582.2272003891
527325090,203580.50305152402
902106130,106625.21112401191
528164040,305035.1592249579
906203140,230139.67474878987
535375040,89427.52944521421
527455060,135897.54609977928
535451250,136319.63226042848
907131190,210900.0341397916
923425030,133293.75447954878
911204090,115159.25330393676
907290160,144940.28165619748
909451100,139854.19225096304
534426040,135277.62988877078
916386180,210127.42198616787
907405030,204956.65414708867
903226060,160354.73356416464
528315070,253765.48632518263
527210030,402260.7713784664
533212050,150719.90350527156
528228460,181258.08779707618
535105060,200512.89107775709
906392070,200243.41292168916
914476130,157158.85277758676
908275180,128106.33284994191
533236040,180462.55899166295
533254110,285522.36074959015
534455030,149305.70722721962
528321010,327798.1971081854
528435060,246737.8715286302
535403200,133571.47256849185
528110020,472724.75517138693
907194130,218565.9211098192
528186190,220134.92869073045
902206040,118332.01334073053
921128020,330562.2419540921
533250110,207772.47885895605
534479300,120208.71629051202
534225120,137354.73087845542
903425245,177396.63798263416
533130170,346529.2338408651
909100080,118329.42796094572
923230180,128352.8234259706
533223020,156575.6336896222
905106170,116018.79391371168
907202220,127520.59546044978
907251100,260822.31321751708
527163010,175726.28275628525
526353030,229388.17106716314
903425420,117830.44695085229
528108070,318035.8369210865
903401030,124352.45692840515
531375110,151936.37628461953
904301410,120115.88773074572
902204120,126705.83363814346
904302020,90855.34300276772
902202090,130086.97510209138
528344020,306979.08013445634
908103260,129023.02223871776
909251170,142198.10276689203
911370450,258336.0871746454
903456110,240291.89928423162
908276230,105500.49988657552
535105160,115055.65922527274
902207130,56769.11653008024
923228230,90117.73125285043
903457040,154620.51672561473
908102130,135076.38974930154
535151040,134343.15487277458
921126010,273518.40423300554
534276010,111539.33066555872
534204030,130061.17357214622
911104060,83262.46067173567
903450110,100662.97272545671
527328050,169318.7698214866
910206010,66283.43721719185
527451400,105440.27156703702
907290090,220885.44560925107
531363030,190456.22258702843
528218080,200052.44374691
527451200,113816.58057951172
903427120,134618.31906495197
534431020,122479.5151301654
535153140,173604.3671958523
534403290,214465.12813333675
534479120,116119.21620898909
907135040,142936.4267996046
533350050,318314.07529178367
535451110,126224.62529281892
533213070,161624.6587368239
916384100,248951.54561378344
535126040,204828.86356171325
909282060,173222.891526089
528427100,251444.87237218066
534430090,124323.9424869673
528348030,256090.15065508394
923228390,79018.13664934195
908186050,156024.73630646433
531452100,158818.19730332645
902207150,105443.19302163682
528120160,278245.51036215835
535354130,140349.4556412666
533208090,196468.69929700802
535381060,74188.38153074236
527452190,149436.04868076078
903233120,116064.16482293063
905109130,247076.4031066484
909281030,143639.37263340104
910203250,66272.99735108842
528294010,180819.9434144841
528172020,256599.28061164834
535380010,142829.80364010754
916382010,216953.8690010875
532479140,162318.5793271576
905452040,155745.26380081754
534475185,144903.31958741983
534178010,136590.6035445881
527212040,319532.41472942714
909175030,140737.265259162
531479030,118315.46653109473
902100130,85475.64807181101
909101070,65190.69489796074
902109130,104638.0591353761
528365070,270792.864014694
534276360,113161.45824034062
527180100,200319.20605599319
527455100,128940.7903810229
902301130,100930.88886985647
532378120,113814.61321882415
903455140,128413.55586521578
910201050,132474.05746319477
923400040,167577.81095492886
914476430,168978.70942834177
533206070,236217.87328997793
909451130,117189.57704747247
903226150,110057.12319818245
534400050,181587.8333378119
908102160,120789.51230061895
533236050,195981.28725770206
528488140,199944.26168666585
906380010,207465.7794559625
903454090,144979.1675913632
535450310,171035.39301597813
531371070,186977.88775766522
531477050,99565.00931557939
905103180,142484.63638360257
902402130,100965.64356039159
531452260,190767.09784806025
527376110,204849.9858695397
909250220,106845.44881175878
527427160,170288.5528808598
907202050,164192.2149922531
531379050,232349.9992966672
528240030,204390.86244666853
903430090,146449.21439928137
534127080,213332.85827416182
907265100,238260.71179141523
527405130,109043.4258974944
532351050,117970.75011581359
535305030,124419.34971275696
535450190,115351.95206331523
527355280,195984.89421004284
906380190,196960.28888274252
907203090,128355.37332577904
908203100,100562.30646188316
905200260,149401.58238533203
906475170,255462.1851203008
909201110,124032.87412462957
534126090,209566.3045564517
907200190,123780.06200816174
534430050,132453.30083622754
909201180,136470.26134871342
528108130,330614.2436225146
909276200,129307.05703944417
916402015,181798.68566373282
904100190,110317.29154839192
532353130,131130.44647762252
527145090,215444.9088411892
535375130,110657.28637466214
533254100,208102.3058758797
528142110,317934.9897592478
528235200,200531.07883051276
923202015,180288.48614022025
905451340,113518.88188222954
528218100,196001.5354167436
528240130,211310.27129427265
911370540,255942.01958512337
909175050,182096.49606200028
907410040,215537.55228930016
528108010,257109.60705808256
531376030,210489.36758903964
905453080,225325.43512956664
906226120,151674.60580055506
908154080,390016.4730803326
534451120,95488.66338848534
535478090,119142.44210534471
903206170,148913.78601175317
902406030,115356.43680679293
907414040,205837.97136479124
911102170,82536.71688066234
923225360,88340.99608143869
902106040,161107.00599543835
534477090,148214.8315463544
906378150,308297.99570513004
535325460,203584.6097974302
534275220,121838.49570694531
535353140,82409.55520517657
907412020,212015.06822434452
528358040,263446.8062225681
906380200,199277.34335932066
903231080,101101.83007130728
907275080,241666.7640366905
533212110,153891.0497031688
904301110,114351.8719727557
531363040,191518.3417494467
535104120,187390.03408875296
527427110,167645.7071042728
527354050,166861.26467849122
907420060,198203.93424534908
905101300,115028.40450745383
528435050,262144.09287302254
903234160,113220.77665130363
534177230,242671.18615422587
923228270,89799.65353847019
535427070,252877.61524139138
527455050,147952.24464775732
535155110,130255.1481464246
923226270,97636.60028680773
909251090,203112.86519672928
535304100,132669.86130685412
916380070,292273.99937898736
534201230,124047.53187609535
535179160,109591.50307893356
531451020,182242.93925782407
528344060,293917.46554192185
535402220,193303.27733654063
903226160,132225.624340427
902107050,113827.40533031603
905480030,124851.14429308701
527183060,204659.0099839801
909252110,140787.14504792425
902111010,107190.98734643022
535404080,122633.41840543231
908188140,174824.17140629882
907285010,224459.968864475
905352030,206541.43462965224
535175050,173869.72190047964
906425045,136331.05921490415
535152060,124885.71782406862
903204040,137526.19777863706
903458020,107826.3982519065
923204040,124565.21501360036
903236200,101759.31959489446
535457020,132262.83770657596
527451380,127800.0037167227
531375140,147492.05302024365
528174060,155835.40920903118
903400180,175374.63185139216
903227150,134366.29847222395
909250070,158104.0834279209
909425180,171675.04876279735
